мытмачпъоӈгэлемыкъым чама ковлёрвыткольын митя ынин экык мытынӄамэтвавын	м ы т м а ч п ъ о _ ӈ г э е м ы к ъ ы м ч а м а к о в ё р в ы т к о _ ь ы н _ м и т я ы н и н э к ы к _ м ы т ы н ӄ а м э т в а _ в ы н _
ӄы ӄы ӄэлёӄы’м я епэчги ачайоӄыӄамэтвакыльэн ынӈин лыгэн мытэквэнмык	ӄ ы ӄ ы _ ӄ э ё _ ӄ ы ’ м _ я е п э ч г и а ч _ а й _ о ӄ ы ӄ _ а м э т в а к ы ь э н ы н ӈ и н ы г э н м ы т э к в _ энмык _
ынӄо илгыӄэнъевы мытыпкирмыкъым	ы н ӄ о и г ы ӄ э н ъ е в _ ы _ м ы т ы п к и р м ы к ъ ы м
мытилгытэвмыкъым	м ы т и г ы т э в м ы к _ ъ ы м
вэлыткорайпы мыттамыкъым мытxлепынӈэмыкъым	в э ы т к о р _ а й п ы м ы т т а м ы к ъ ы м м ы т _ е п ы н ӈ э м ы к _ ъ ы м
лыгэн имыръэнутэт мытпиринэтъым	ы г э н и м ы р ъ э н у т э т м ы т _ п и р и н э т _ ъ ы м _
ынӄо мытрагтымык	ы н ӄ о м ы т р а г т ы м ы к _
ытръэч	ы т р ъ э ч
пытӄайвэ мури ӄайкаврагыргын элгыӄанъявӈытаморэ эмрилгытэвӈэ	п ы т ӄ а й в э м у р и _ ӄ а й к а в р _ а г ы р г ы н _ э г ы ӄ а н ъ я в _ ӈ ы т а м о р э э м р и г ы т э в _ ӈ э
мытыпкирмык мытылгитэӈилгытэвмык гэлгитэӈычьэнмури	м ы т ы п к и р м ы к м ы т ы г и т э ӈ _ и г ы т _ э в м ы к г э г и т э ӈ ы ч ь э н м у р и
ӈоонрэ тыляма элгыӄанъявэты гэмэчпъоӈгэлеморэ	ӈ о о н р э т ы я м а э г _ ы ӄ _ а н ъ я в э т ы _ г э м э ч п ъ о ӈ _ г э е м о р э
палӄынтанма элгыӄанъяквыпы нэмыӄэй гамачпъоӈгэлеморэ	п а ӄ ы н т а н м а _ э г ы ӄ а н ъ я к в _ ы п ы н э м ы ӄ э й г а м а ч п ъ о _ ӈ _ г э е м о р э
илгыӄэнъевык нымэлмэлетӄин наӄам мурык нилетӄин	и г ы ӄ э н ъ е в ы к _ н ы м э м э е т ӄ и н _ н а ӄ а м м у р ы к н и _ е т ӄ и н _
ынӄэн ӈуткэкин морыкаӈӄачормыльынэ аӈӄай нытваӄэн эӈэӈыльын	ы н ӄ э н ӈ у т к э к и н м о р ы к а ӈ ӄ а ч о р _ м ы _ ь _ ы н э а ӈ ӄ а й н ы т в а ӄ э н э ӈ э ӈ _ ы ь ы н _
лымынӄо нылейвыӄин	ы м ы н ӄ о н ы е й в ы ӄ и н _
къама ӄол нэнтыгъэн ынӄэнэ эвына ӄолӄочатльанма нэпиригъэн ӈутку танӈа	к ъ а м а ӄ о _ н э н т ы г ъ э н ы н ӄ э н э _ э в ы н _ а _ ӄ о ӄ о _ ч а т ь _ а н м а н э п и р и г ъ э н ӈ у т к у т а н ӈ а
нэпиригъэнъым	н э п и р и г ъ э н ъ ы м
ӈайыӄытрык вай ынкы нынтыӄинэт ынӄэн эӈэӈыльыт ынӄэ	ӈ а й ы ӄ ы т р ы к _ в а й ы н к ы н ы н т ы ӄ и н э т ы н ӄ э н _ э ӈ э ӈ _ ы _ ь _ ы т _ ы н ӄ э
чит ынӄэнэ	ч и т ы н ӄ э н э
пэрэнвыкъымэ оттычанляйӈычыко нэ ныёйвыӄэн ныёӄэн рэнэ пылвынты рыпылвынтылгав вальын о’мрэты оттычанляйӈынъым	п э р э н в ы к ъ ы м _ э о т ты ч а н я _ й ӈ ы ч ы к о н э н ы ё й в ы ӄ э н _ н ы ё ӄ э н _ р э н э _ п ы в ы н _ т ы р ы п _ ы в ы н т ы г _ а в в а ь ы н о ’ м р э т ы _ о т ты _ ч а н я _ й ӈ ы н ъ ы м
ынкы нычамогъевӄэн тынык пэ нымкыӄин чамокытъым	ы н к ы н ы ч а м о _ г ъ _ е в ӄ э н т ы н ы к п э н ы м к ы ӄ и н _ ч а м о к _ ы т ъ ы м _
ӄорыӈэ нэргыръоӄаат эвын чанляткынык гырголӈэ нывакъотваӄэн эвын чамоктэ йъэнкыӈ ынкы гэгтыткулеэт йъэнкыӈ нотач ы’лыткынык нытваӄэнат	ӄ о р ы ӈ э н э р г ы р ъ о _ ӄ а а т э в ы н _ ч а н я т к ы н ы к _ г ы р г _ о ӈ э н ы в а к ъ о т в а ӄ э н _ э в ы н ч а м о к _ т э _ й ъ э н _ к ы ӈ ы н к ы г э г т _ ы т к у е _ э т _ й ъ э н к ы ӈ н о т а ч _ ы ’ ы т к ы н ы к _ н ы т в а ӄ э н а т
тытыл ааӈкы	т ы т ы а а ӈ к ы
нымӈылёӄэн ытлён гэрэӄигыт кытвылӄун миӈкыри ганточгатэгыт	н ы м ӈ ы ё ӄ э н ы т ё _ н г э р э ӄ и г ы т _ к ы т в ы ӄ у н м и ӈ к ы р и _ г а н т _ о ч г а т _ э г ы т _
нивӄин плеэн пчемытъэт ытръэч гъачаӈӈойгым	н и в ӄ и н п е э н п _ ч е м _ ы т ъ э т _ ы т р ъ э ч г ъ а ч а ӈ ӈ о _ й г ы м _
ипэмиӈкыри рээн нынтыӄин рээн нынлывэтӄин	и п э м и ӈ к ы р и р э э н н ы н т ы ӄ и н _ р э э н н ы н _ ы в _ э т ӄ и н _
ӄол нэнтыгъэн нэнлывэтгъэнъым	ӄ о н э н т ы г ъ э н н э н ы в _ э т г ъ э н _ ъ ы м _
люутэ нивӄээт этаны уйӈэ нъэлгъи	ю у т э н и в ӄ э _ э т э т а н ы _ у й ӈ э н ъ э г ъ и _
люут ӈоонӄо омкытагнэпы пинтыӄэтгъи о’ро о’о о’раырыкагты нылеӄин	ю ут ӈ о о н ӄ о о м _ к ы т а г н э п ы _ п и н т ы ӄ э т г ъ и _ о ’ р о о ’ _ о _ о ’ р а ы р ы к _ а г т ы н ы е _ ӄ и н
льэльэнры ӄынвэт льэленръугъи’м	ь э ь э н р _ ы ӄ ы н в э т ь э е н _ р ъ у г ъ и _ ’ м
чымче ынкы вальын ыёогыргын омваанвыкэнъым	ч ы м ч е ы н к ы в а ь ы н _ ы _ ё _ о г ы р г ы н о м _ в а а н в ы к э н _ ъ ы м
льиннык навыквынэлгэтгъэнъым ынкы нэнпылӄэквъэн	ь и н н ы к н _ а в ы к в ы н э г _ э т г ъ э н ъ ы м ы н к ы н э н п ы ӄ э к в ъ э н _
нэнпылӄэвынъым	н э н п ы ӄ э в ы н ъ ы м _
люут ӈоонӄо ӄолеыёогыргытагнэпыӈ выйигиӈэтэӈэ янот ынӄэнэ галгаӄай люут ыёогыргытагнэпы пиврэъим	ю ут ӈ о о н ӄ о ӄ о _ е ы ё _ о _ г ы р г ы т а г н э п ы ӈ в ы й и г и ӈ э т _ э ӈ э я н о т ы н ӄ э н э г а г _ а ӄ а й _ ю у т _ ы ё _ о г ы р г ы т _ а г н э п ы п и в р э ъ и м
пиврэ ынӄоры риӈэъи виг йыӈачыкогт йыӈэчыкутгъи ры ыны ыныгнотаӈӄачагты эквэтгъи	п и в р э ы н ӄ о р ы р и ӈ _ э ъ и _ в _ и г й ы ӈ а ч ы к о _ г т й ы ӈ _ э ч ы к у т г ъ и _ р ы ы н ы _ ы н ы г н о т _ а ӈ ӄ а ч а г т ы э к в э т г ъ и _
ӄолетъылёӈы ынӈэнӄачайпы ӄулийъилгыкэ пыкиргъиӈэ пыкиръэт магляльытъым иквъэт	ӄ о е т ъ ы ё _ ӈ ы ы н ӈ э н ӄ а ч а й п ы ӄ у и й _ ъ и г ы к э _ п ы к и р г ъ и ӈ э п ы к и р ъ э т _ м а г _ я ь _ ы т ъ ы м и к в ъ э т
вынэ ӈан яра нытваӄэн	в ы н э ӈ а н я р а _ н ы т в а ӄ э н _
ынкы ярак тъылыӈӈогъэ чычетпэлӄэтэ итгъи	ы н к ы я р а к т ъ ы _ ы ӈ ӈ о г ъ э _ ч ы ч е т _ п э ӄ э т э _ и т г ъ и
ынӄэн этъым аӈӄак нъанэлёӄэн эчкимоч нэмэ	ы н ӄ э н э т ъ ы м а ӈ ӄ а к н ъ _ а н _ э ё _ ӄ э н _ э ч к и м о ч н э м э _
ынӄэнэ гэлыткынгыпы янотэ а’нэлётаӈа нинъэйӈэвӄаат ыннытэ мэй мэйӈыръаваӈӄытъана’м	ы н ӄ э н э г э ы т к ы н г ы п ы _ я н о т э _ а ’ н э _ ё т а ӈ а _ н и н ъ э й ӈ э в ӄ а а т ы н н ы т э _ м э й м э й ӈ _ ы р ъ а в а _ ӈӄ _ ы т ъ а н а ’ м
ынӄорыӈа ӈыронванныльына черунэӈ ӈалгычаронаӈыльын эюпинэӈ ынӄэнатаӈэ	ы н ӄ о р ы ӈ а ӈ ы р о н в а н _ н ы ь _ ы н а ч е р у н э ӈ ӈ а г ы ч _ а р о н _ а ӈ ы ь ы н э ю п и н э ӈ ы н ӄ э н а т _ а ӈ э
рыпыткэвнинэт черутэ нэнагтоӄэнатъыма	р ы п ы т к э в н и н э т ч е р у т э _ н э н а г т о ӄ э н а т _ ъ ы м а
ынӈинэ эчкимочтэ нъанэлёӄэнат	ы н ӈ и н э э ч к и м _ о ч т э _ н ъ а н э ё ӄ э н а т _
ынӄорыӈа	ы н ӄ о р ы ӈ а
ынӄэнэ аӈӄалыгэнниӈыт гэчымъэв нывинӄээт гилйиӈкы вальыт	ы н ӄ э н э а ӈ ӄ а _ ы г э н н _ и ӈ ы т г э ч ы м ъ э в н ы в и н _ ӄ э э т г _ и й и ӈ к ы в а _ ь ы т
ныгилйиӈэтӄээтъым ынкъамэ	н ы г и й и ӈ э т ӄ э _ э т ъ ы м ы н к ъ а м э
ынӄэнатаӈэ	ы н ӄ э н а т а ӈ э
ынӄэнатаӈ нычеруйивӄинэтъым	ы н ӄ э н а т а ӈ н ы ч е р _ у й и в ӄ и н э т _ ъ ы м
ныгтоӄэнат	н ы г т о ӄ э н а т
ӄорыӈ энтк гэтэйкылин кинокэ	ӄ о р ы ӈ э н т _ к г э т _ э й к ы и н к и н о к _ э
ы’твыӄэй пэнин ыргин	ы ’ т в ы ӄ э й п э н и н ы р г и н _
гымнан гэмо ӄэлюӄ мури ӄорагынрэтыльыморэ	г ы м н а н г э м о ӄ э ю ӄ _ м у р и _ ӄ о р _ а г ы н р э т ы _ ь _ ы м о р э
ытръэч ынӄэнэ	ы т р ъ э ч ы н ӄ э н э
нымкъэв гэннулин нырагтыӈӈоӄэн	н ы м к ъ э в г э н н у и н _ н ы р _ а г т ы ӈ ӈ о ӄ э н
ынӈин киноплыткуъи	ы н ӈ и н к и н о п ы т к у _ ъ и _
гымнин гымнин ытля тэленъеп ганрагтатлен гымыкытлыгэ	г ы м н и н г ы м н и н ы т я _ т _ э _ е н ъ е п г а н р а г т _ а т е н г ы м ы к _ ы т ы г э
гымнин ытля тэленъеп ганрагтатлен ытлыгэ ринтыкэвнэ	г ы м н и н ы т я т _ э _ е н ъ е п г а н р а г т _ а т е н ы т _ ы г э р и н т ы к э в _ н э
ныннын гымынин ытльакэн рултыӈэвыт	н ы н н ы н г ы м ы н и н _ ы т ь _ а к э н р _ у т ы ӈ э в ы т _
рултыӈэвыт ытльата мури нэнмэйӈэвмык ытлыгэ чавчывак	р у т ы ӈ э в ы т _ ы т ь а т а м у р и _ н э н м э й ӈ э в м ы к _ ы т _ ы г э ч а в ч ы в а к
мури ганымытваморэ майӈыярачыко ии	м у р и г а н ы м ы т в а м о р э м а й ӈ ы я р _ а ч ы к о _ и и
чит майӈыярачыко ӈиръэ ёрот ёрот	ч и т м а й ӈ ы я р а ч ы к о ӈ и р ъ э _ ё р о т _ ё р о т
ӄолеёрочыкоӈы’м нытваӄэнат эпэӄэй эпы	ӄ о е ё р о ч _ ы к о ӈ ы ’ м н ы т в а ӄ э н а т э п э ӄ э й э п ы _
гымнин ытля нылгиным нэрмэӄин	г ы м н и н ы т я н ы г _ и н _ ы м н э р м э ӄ и н _
чама нылгинымигчирӄинэт ынин мынгыт	ч а м а н ы г и н ы м _ и г ч и р _ ӄ и н э т ы н и н м ы н г ы т
колё мэ мынгыт маманэн ӄонпы нымигчирэтӄинэт нытэнэлгыӈӄинэт нувиӄинэт наймыӄэнат	к о ё м э м ы н г ы т _ м а м а н э н _ ӄ о н п ы _ н ы м и г ч и р э т ӄ и н э т _ н ы т э н э г _ ы ӈ ӄ и н э т _ н у в _ и ӄ и н э т н а й м ы ӄ э н а т
танъярачыко нэнмэйӈэвмык ытльата ӄэльу ынан гэтэйкылин рэтэм яракэн	т а н ъ я р а ч ы к о н э н м э й ӈ э в _ м ы к ы т _ ь а т а ӄ _ э ь у _ ы н а н г э т э й к ы и н _ р э т э м _ я р а к э н
таӈванэван мури мын мынӈо’мык	т а ӈ в а н э в а н м у р и м ы н м ы н _ ӈ о _ ’ м _ ы к _
майӈыӈэлвыл мурык гэнмэйӈэвлин ытлыгэ чама эпэнэ	м а й ӈ ы ӈ э в ы м у р ы к _ г э н м э й ӈ э в и н _ ы т _ ы г э ч а м а э п э н э _
энмэн гатвален валвийӈын	э н м э н г а т в а е н в а _ в _ и й ӈ ы н
ымы игыт варкын	ы м ы и г ы т в а р к ы н
ытръэч	ы т р ъ э ч
ӄээӄын	ӄ э э ӄ ы н
ӄээӄын мылымӈылгъэк	ӄ э э ӄ ы н м ы ы м ӈ ы г ъ э к _
энмэн гатвален валвийӈын	э н м э н г а т в а е н в а _ в _ и й ӈ ы н
игыт ымы варкын	и г ы т ы м ы в а р к ы н
ытръэч	ы т р ъ э ч
ӄээӄын	ӄ э э ӄ ы н
мачква мури ӄэлюӄы’м гэтумгиинэтэ ӈиръэ ӈинӄэгти мурыгрээн нэмыӄэй	м а ч к в а м у р и ӄ э ю _ ӄ ы ’ м _ г э т у м _ г и и н э т э _ ӈ и р ъ э ӈ и н ӄ э г т и м у р ы г р э э н _ н э м ы ӄ э й _
гамачквантат ынӄэнъымэ гавэлыткорантаморэ’м	г а м а ч к в а н т а т _ ы н ӄ э н ъ ы м э г а в _ э ы т к о р _ а н т а м о р э ’ м
вэнъым нымэйыӈӄин ӄоныры лыгэнылгинивлыӄин чама	в э н ъ ы м н ы м э й ы ӈ ӄ и н ӄ о н ы р ы _ ы г э н _ ы г и н и в _ ы ӄ и н _ ч а м а
мыг мы мы нымэйыӈӄин вэлыткоран ынӄэн	м ы г м ы м ы н ы м э й ы ӈ ӄ и н _ в _ э _ ы т к _ о р _ ан ы н ӄ э н
гырголят гырголя гырголяйпы нылейвымури ынӄэн нинэгитэмури имыръэнут лыгэнэ	г ы р г о я т г ы р г _ о я г ы р г _ о я й п ы _ н ы е й в ы м у р и ы н ӄ э н _ н и н э г и т э м у р и и м ы р ъ э н у т _ _ ы г э н э _
ӄытлыги плеӄӄэгти ты тыльунэт	ӄ ы т ы г и п е ӄ ӄ _ э г т и т _ ы т ы _ ь у н э т _
нивигым ынӈатал йыӄӄайъым вай ынӄэнат плеӄӄэгтиы’м	н и в и г ы м ы н ӈ а т а й ы ӄ ӄ а й ъ ы м _ в а й _ ы н ӄ э н а т п е _ ӄ ӄ _ э г т и _ ы _ ’ м
кытэӄэй тыгитэнэтъым ынӄо	к ы т э ӄ э й т ы г и т э н э т _ ъ ы м _ ы н ӄ о
у’рэӈунри тылиэ’ э’ми тылельыт ы’ттъыёлкэнат	у ’ р эӈ у н р и _ т ы и э ’ э ’ м и _ т ы е ь _ ы т _ ы ’ т т ъ ы ё к э н а т
тынтымӈэвынат	т ы н т ы м ӈ э в ы н а т
нивигым э’ми ынръам	н и в и г ы м э ’ м и ы н р ъ а м
тылӄырэрыӈӈонат ӄэлюӄы’м	т ы ӄ ы р э р ы ӈ ӈ о н а т _ ӄ э ю ӄ ы ’ м
лымынӄо нылейвигым чама гыргочаткынэпы чама ӄынвэт	ы м ы н ӄ о н ы е й в _ игым ч а м а _ г ы р г о ч а т к ы н э п ы _ ч а м а _ ӄ ы н в э т
ив тивтылетгъэкъым тынтоа’к	и в т и в т ы е т _ г ъ э к _ ъ ы м т ы н т о а ’ к
ыннэнчьэн тытыл тынтоа’нъым тъатчаӈӈоа’к ынӄэн нын	ы н н э н ч ь э н т ы т ы т _ ы н т о _ а ’ н ъ ы м _ т ъ а т ч а ӈ ӈ о а ’ к _ ы н ӄ э н н ы н
нивигым алымы мэлнымкыӄинэ тытлытыл ӈотӄоры ӈытогыргын вальын	н и в и г ы м а ы м ы _ м _ э н ы м к ы ӄ и н э _ т ы т ы т ы ӈ о т ӄ о р ы _ ӈ ы т о г ы р г ы н в а _ ь ы н _
нымкыӄин тытлытыл алымы	н ы м к ы ӄ и н т ы т ы т ы _ а _ ы м ы
опопыӈа э’митлён мэмлыфантан мыйъоа’н	о п о п ы ӈ а э ’ м ит _ ё н _ м э м ы ф а н т _ а н м ы й ъ о а’н
нылейгым гыргочаткын гыргоча ынӄэн нинэгитэйгым э’митлёнэ фантан	н ы е й г ы м г ы р г о ч а т к ы н _ г ы р г о ч а ы н ӄ э н _ н и н э г и т э й г ы м э ’ м _ ит _ ё _ н э _ ф а н т а н
ӄытлыги ынӄэн люутэ энаркып энаркыпчыткогъэ ӈинчьэккэтэъым	ӄ ы т ы г и ы н ӄ э н ю _ у т э э н а р _ к ы п _ э н а р к ы п _ ч ы т к о г ъ э _ ӈ и н ч ь э к к э т э ъ ы м _
нивигым оо мэӈин	н и в и г ы м о о м э ӈ и н
о’мрын ӄытлыги	о ’ м р ы н ӄ ы т ы г и _
ынӄэн о’мрынына	ы н ӄ э н о ’ м р ы н ы н а _
э’ми ӄуттиӈэ э’миы’мэ э’ми атэӄай ымы э’ми ынъэӄэй	э ’ м и ӄ у т т и ӈ э _ э ’ м и _ ы ’ м э _ э ’ м и а т э ӄ а й ы м ы _ э ’ м и _ ы н ъ _ э ӄ э й _
ӈоонӄо ынъэӄэй фантанык ӄача нытваӄэн	ӈ о о н ӄ о ы н ъ э ӄ э й _ ф _ а н т а н ы к _ ӄ а ч а н ы т в а ӄ э н
атэӄайына нэлӄыричыӄи нэлӄырирчыӄиквыт	а т э ӄ а й ы н а н _ э ӄ ы р и ч _ ы ӄ и н э ӄ ы р и р ч ы ӄ _ и к в ы т
еээй ынӈатал э’тки нивигым вай тынтымӈэвтык	е э э й ы н ӈ а т а _ э ’ т к и н и в и г ы м _ в а й т ы н т _ ы м ӈ э в _ т ы к _
ынӄэнъымэ тыйъоа’нат лым	ы н ӄ э н ъ ы м э т ы й _ ъ о а ’ н а т _ ы м
иа’м мэӈӄоры нылейвыльэтигыт	и а ’ м м э ӈ ӄ о р ы н ы е й в _ ы _ ь _ э т и г ы т
мытынтымӈэквыт	м ы т ы н т ы м ӈ э к в ы т
ынкъам тымӈэвыркын иа’м ынӄэн	ы н к ъ а м т ы м ӈ э в ы р к ы н и а ’ м _ ы н ӄ э н _
а’йыӈ э’йӈэльэтгъи кытэӄэй ӄэлюӄ эт	а ’ й ы ӈ э ’ й ӈ э _ ь э т г ъ и к ы т э ӄ э й _ ӄ э ю ӄ э т _
ӄытлыги’м ынӄэн вэтчатваӈӈоэ’’м	ӄ ы т ы г и ’ м ы н ӄ э н _ в э т ч а т в а ӈ ӈ о э ’ ’ м _
яраруӄӄэмлылеӈэвъэнӄэй	я р а р у ӄ ӄ э м ы е ӈ э в ъ э н _ ӄ э й
гымнин ытльаӄай нырэлгыӄанъявӈытаӈӄэн	г ы м н и н ы т ь а ӄ а й _ н ы р _ э г ы ӄ а н ъ я _ в ӈ ы т а ӈ ӄ э н
нивӄин э’птэ гым ивкэ мэлгыӄанъявӈытаа’к	н и в ӄ и н э ’ п т э г ы м и в к э _ м э г _ ы ӄ _ а н ъ я _ в _ ӈ ы т а а ’ к
ынкъам мъэӄимлынӈээ’к	ы н к ъ а м м ъ э ӄ и м _ ы н ӈ э _ э ’ к
гымнан тивын	г ы м н а н т и в ы н
э’тки ынӄэн ынӄэнэ	э ’ т к и ы н ӄ э н ы н ӄ э н э _
э’тки ынӈэ ынӄэн ягмалеччо нэрэтчыгыт	э ’ т к и ы н ӈ э ы н ӄ э н я г _ м а _ е _ ч _ ч о н э р э т ч ы г ы т
ынӄэн нылгэмаравръоӄэнат чама ръа имыръэнут нинэнпирӄыӄин ынӄэн	ы н ӄ э н н ы г э м а р а в _ р ъ о ӄ э н а т _ ч а м а р ъ а и м ы р ъ э н у т _ н и н э н п _ и р ӄ ыӄин _ ы н ӄ э н _
эгэй ытлён иквъи	э г э й ы т ё н _ и к в ъ и _
итыкъым льэлеӈкыӈэ ныялгынморэ	и т ы к ъ ы м ь э е _ ӈ к ы ӈ э _ н ы я г ы н м о р э
ытръэч ынӄэн лгиинъэ ныгъевмури	ы т р ъ э ч ы н ӄ э н г и и н ъ э _ н ы г ъ е в _ м у р и _
ымы мургинэ ынпыначгынэ ы’вэӄучин тумгытум ы’вэӄучин ытлыгын мык гымыгтумгин ытлыгынэ	ы м ы м у р г и н э ы н п ы н а ч г ы н _ э _ ы ’ в э ӄ у ч и н _ т у м г ы т у м ы ’ в э ӄ у ч _ и н ы т _ ы г ы н _ м ы к г ы м ы г _ т у м г и н ы т _ ы г _ ы н э
моргынан нынлеӄоно нинъэйӈэвмури	м о р г ы н а н н ы н е ӄ о н _ о _ н и н ъ э й ӈ э в м у р и
ынпыначгын	ы н п ы н а ч г ы н
ынӄэн нинэныгъевмури ымы ӈинӄэгти ымы ныӄамэтвачайоморэ инъэ лгиинъэӄэй	ы н ӄ э н н и н э н ы г ъ е в м у р и _ ы м ы _ ӈ и н ӄ э г т и ы м ы н ы ӄ а м э т в а _ ч а й _ о м о р э _ и н ъ э _ г и и н ъ э ӄ э й _
ӄорыӈэ ныръэйвэнмури яраӈы	ӄ о р ы ӈ э н ы р ъ э й в _ э н м у р и я р а ӈ ы _
нырэтэмӈытэнмури ымыльэты ынӄэнэ	н ы р э т э м ӈ ы т э н м у р и ы м ы _ ь э т ы ы н ӄ э н э _
ынӄоры ӄлявылтэ норвынпэтгавӄэнатъым	ы н ӄ о р ы ӄ я в ы т _ э _ н о р в ы н п э т г а в _ ӄэнат ъ ы м
ынӄэн виин рыюльынэ рыюльэ виин ынӄэнэ ӄаагтынолгынэ нинэ нинэныпкирэтӄинъым	ы н ӄ э н в и и н р ы ю ь _ ы н э _ р ы ю _ ь э в и и н ы н ӄ э н _ э ӄ а а г т _ ы н о _ г ы н э _ н и н э н и н э н ы п к и р э т ӄ и н _ ъ ы м
тэкэм инъэъымэ ӄэлюӄы’м нычайпанморэ чамаъым ынӄэнэ эръэт нэмыӄэй амрачайоӈа	т э к э м и н ъ э ъ ы м э _ ӄ э ю _ ӄ ы ’ м н ы ч _ а й п а н м о р э ч а м а _ ъ ы м ы н ӄ э н э _ э р ъ э т н э м ы ӄ э й _ а м р а ч _ а й _ о ӈ _ а
ынӄэнэ ӄаагтынолгын эмрэнъылиӈэ энэӄылпэ нычайоморэ ынан ӈинӄэгти нэнанӄамэтвавморэ ынӄоры ӈэлвыл нинэнъылимури	ы н ӄ э н э ӄ а а г т ы н о _ г ы н э м р э н _ ъ ы и ӈ э _ э н э ӄ ы п э н ы ч _ а й о м о р э ы н а н _ ӈ и н ӄ э г т и н э н а н ӄ а м э т в а в _ м о р э _ ы н ӄ о р ы _ ӈ э в ы н и н э н _ ъ _ ы и м у р и _
ныӄор ныӄорагыркэморэ ӈэвэӄ	н ы ӄ о р н ы ӄ о р _ а г ы р к _ э м о р э ӈ э в э ӄ
ымыӈэ гым тумгынэ нинивӄин	ы м ы ӈ э г ы м т у м г ы н _ э н и н и в ӄ и н _
э’птэ ӄыӄорагыркэ ӄыӄорагыркэркын ынӄэн ӄинэвинрэтыркын	э ’ п т э ӄ ы ӄ о р а г ы р к э _ ӄ ы ӄ _ о р а г ы р к _ э р к ы н ы н ӄ э н ӄ и н э в и н р э т ы р к ы н
ынпыӈэвытъым ӄэлюӄы’мэ ынӄэн нэмыӄэе	ы н п ы ӈ э в ы т ъ ы м ӄ э ю ӄ ы _ ’ м э _ ы н ӄ э н н э м ы ӄ э е
ӈоонӄоӈэ мэӈӄо поӄэпы нэнанӈытоӈанморэ	ӈ о о н ӄ о ӈ э м э ӈ ӄ о п _ о ӄ э п ы _ н э н а н _ ӈ ы т о ӈ а н м о р э _
гым тэӈэмпиритэ ынӄэнэ рырвинрыёт чеймыкинэт ынӄэнат гымнан а’тав нэнайпатэвым	г ы м т э ӈ э м п и р и т э _ ы н ӄ э н _ э р ы р в и н р ы ё т _ ч е й _ м ы к и н э т _ ы н ӄ э н а т г ы м н а н а ’ т а в н э н _ а й п а т _ э в _ ы м _
ытлёнъым эӄылпэ ӈэвэӄэ еп айвэ титэ ы’ттъыёле ынӄэн раёвынвыл раёвынвылӄылтэӈэ ынпыначгаӈэ нэнаёпат нинэлӄырирӄинэтъым	ы т ё н ъ ы м _ э ӄ ы п э ӈ э в э ӄ э _ е п а й в э _ т и т э ы ’ т т ъ _ ы ё _ е _ ы н ӄ э н _ р а ё в ы н в ы р а ё _ в ы н _ в ы ӄ _ ы т э ӈ э ы н п ы н а ч г а ӈ э н э н а ё п а т н и н э ӄ _ ы р и р ӄ и н э т _ ъ ы м _
нырэювмури ынӄэнэ ныӄаавъянморэ	н ы р э ю в м у р и _ ы н ӄ э н э н ы ӄ а а в _ ъ я н м о р э _
гымнанэ ӄэлюӄ рырвинрыёт кааръаматыльыт чеймыкинэт нинэт нэнавъятэвым итык чама	г ы м н а н э ӄ э ю ӄ _ р ы р в и н р ы ё т _ к а а р ъ а м _ а т ы ь _ ы т ч е й м ы к и н э т _ н и н э т н э н а в ъ я т э в _ ы м _ и т ы к ч а м а
чымӄыкъым эты тумгэ ы’вэӄучитэ нэнайпа нэнавъятӄэнат	ч ы м ӄ ы к ъ ы м э т ы т у м г э _ ы ’ в э ӄ у ч и т э н э н а й п _ а _ н э н а в _ ъят _ ӄ э н а т
ӈэвъэн	ӈ э в ъ э н
нытарагморэ мури гэтумгинэтэ ӈинӄэгти виинэ ӄоо миӈкы лымынӄо нылейвыӄинэт	н ы т а р а г м о р э _ м у р и г э т у м г и н э т э _ ӈ и н ӄ э г т и _ в и и н э _ ӄ о о _ м и ӈ к ы ы м ы н ӄ о _ н ы е _ й в ы ӄ и н э т _
нытарагморэ нытарогморэ	н ы т а р а г м о р э _ н ы т а р о г м о р э _
юргаюкъыма ӄол итгъи ынӄэна чыӈатэнмычыкоеквэ нылеӄинъым	ю р г а ю к _ ъ ы м а ӄ о и т г ъ и ы н ӄ э н а _ ч ы ӈ а т _ э н м _ ы ч ы к о е к в э _ н ы е ӄ и н ъ ы м
люут э’ӄэльэӈа танӈа ӈалгылёӈа натагъан нэйпыгъэн ръэт	ю ут э ’ ӄ э _ ь э ӈ а _ т а н ӈ а ӈ а г ы ё _ ӈ а _ н а т а г ъ а н н э й п ы _ г ъ э н р ъ э т _
и’ӈыт чвининэтъыма	и ’ ӈ ы т ч в _ и н и н э т ъ ы м а _
янратъэчгына ӈачгытъэлгык ӈач ӈачгыӈкы э’левнинъымэ	я н р а т ъ э ч г ы н _ а ӈ а ч г ы т ъ э г ы к _ ӈ а ч ӈ а ч г ы ӈ к ы э ’ _ е в _ н и н ъ ы м _ э
и’лгын мраӈӄа гакаӈӄорэн мраӈэ’ӈыкъым	и ’ г ы н м р а ӈ ӄ _ а г а к а ӈ ӄ о р _ э н м р а ӈ _ э ’ ӈ ы к _ ъ ы м
мыльурэгъи ынкы наӄам пиӈэтчыӈын лыгэныввалявнэн	м ы ь у р э г ъ и _ ы н к ы н а ӄ а м п и ӈ эт _ ч ы ӈ ы н _ _ ы г э н ы в в а _ я в н э н
